,product_id,product_name,product_image,product_link,category_id,label_ids,product_brand,product_price,product_discount,currency,stock,sold,is_on_flash_sale,rating_star,rating_count,rating_with_context,rating_with_image,is_freeship,feedback_count,liked_count,view_count,shop_id,shop_location,shopee_verified,is_official_shop,updated_at,fetched_time,shopname,catName,shoplink,shoprating,shopProducts,shopResponseRate,shopResponseTime,shopJoined,shopFollowers,description
0,9780000794,Nike Air Jordan 1 high-top men's and women's cushioning casual fashion sports skateboard shoes,https://cf.shopee.sg/file/01b2333233403da643aa6bb469ad8be0_tn,https://shopee.sg/Nike Air Jordan 1 high-top men's and women's cushioning casual fashion sports skateboard shoes-i.299421853.9780000794,100637,"[22, 1000024, 1007623]",,11600000,0,SGD,10989,0,False,0.0,"[0, 0, 0, 0, 0, 0]",0,0,False,0,0,4,299421853,Mainland China,False,False,1626683368,1632096527.77169,nnaigu.sg,Shopee > Sports & Outdoors > Sports Footwear > Basketball Shoes > Nike Air Jordan 1 high-top men's and women's cushioning casual fashion sports skateboard shoes,https://shopee.sg/nnaigu.sg?categoryId=100637&itemId=9780000794,2,500,28%,within hours,13 months ago,5,"Follow the store to get a higher coupon
""Hi,everyone,welcome to our shop.
All shoes are 100%brand new. 

Pic 2,3,4,5,6,7,8 are all real pic,we took them ourselves,please chat with us for more actual pics if necessary.

Delivery Time :Within 24 hours 
Comes with receipt and standard bags and Box.

【Not for profit, just for sale，new store promotion now.】
Time limited ,will raise to original price immediately after the promotion ！       
Thank you for browsing our products,I hope you can enjoy shopping.I believe you will like it!          
1.Welcome to visit our shop i believe you will find more amazing shoes here   
2.We guarantee the lowest price and the highest quality for all of our products!
3.If you find a cheaper price than ours,it must be poor quality!
Please be careful to buy!
4.If your feet are thick or wide, We suggest you choose a bigger size.

More question please 【chats】whth me,i am always waiting for you  and will reply you as soon as possible.thank you .
"""
1,9491473918,NIKE x OFF-WHITE AIR PRESTO THE TEN running shoes Nike shoes running shoes,https://cf.shopee.sg/file/70ac0cad310d1df240048bcd43b607fe_tn,https://shopee.sg/NIKE x OFF-WHITE AIR PRESTO THE TEN running shoes Nike shoes running shoes-i.339877093.9491473918,100637,[1000012],,15000000,0,SGD,12089,0,False,0.0,"[0, 0, 0, 0, 0, 0]",0,0,False,0,0,3,339877093,Mainland China,False,False,1630076415,1632096527.771741,maomaojiang513.sg,Shopee > Sports & Outdoors > Sports Footwear > Running Shoes > NIKE x OFF-WHITE AIR PRESTO THE TEN running shoes Nike shoes running shoes,https://shopee.sg/maomaojiang513.sg?categoryId=100637&itemId=9491473918,5,491,32%,within hours,10 months ago,13,"Welcome to my shop!
【You can choose size according to the size chart.】
【Do not know choose size, please contact customer service, 24 hours for your service】
All product pictures is Real shooting,U don't worry Received a different product.

Click into the shop will have more surprises !!!
there are questions you can always contact us. I wish you a happy life, thank you!
Please check the size carefully before buy it.
If your foot breadth is wider than normal,we suggest you choose one size larger!!!

1. Please kindly refer to our size chart and choose the right size for you
2. If you like loose shoes,you can choose one size larger.
3. Due to different devices screen display  , the picture may show slight color difference to the actual color of the item.
4. all orders will be shipped out within 2 working days .Shopee SLS Delivery may take 7~12 days to arrive your part. Please kindly note that and chat us with any incident occurs before leaving a negative rating. 
5. Both you and I aim at a happy deal, negative review is not a solution to the problem, but communication do. 
6. Wish you have a great time here and expecting your positive feedback with thanks.We committed to serve you with our efforts.
we are reputation supplier all products come from factory straightly. Low profit but high quality guarantee, shoes marked ready stock.Commodities come from abroad and usually take 15-28 days to receive. 

All  colors are available in stock

Brand: NIKE
For women
All the color are in stock now, the available sizes US follows:

Note:, Please, Select, The, Next, Figure, The, Size,, Of, The, CN/EU! !

【Women Size:】
BR33.5=EUR35.5=US5=22CM
BR34=Eur36=US5.5=22.5cm
BR34.5=Eur36.5=US5.5=23cm
BR35=Eur37.5=US6.5=23.5cm
BR36=Eur38=US7=24.0cm
BR36.5=Eur38.5=US7=24.5cm
BR37=Eur39=US8=25.0cm
BR38=Eur40=US8.5=25.5cm
BR38.5=EUR40.5=US9=26.0cm

【Men Size:】
BR38=Eur40=US7=25.0cm
BR38.5=Eur40.5=US7=25.5cm
BR39=Eur41=US8=26.0cm
BR40=Eur42=US8.5=26.5cm
BR40.5=Eur42.5=US8.5=27.0cm
BR41=Eur43=US9.5=27.5cm
BR42=Eur44=US10=28.0cm
BR42.5=Eur44.5=US10=28.5cm
BR43=Eur45=US11=29.0cm
BR44=Eur46=US12=30cm
BR45=Eur47=US12.5=30.5cm

#nike #Original #Breathable #Jogging #Sneakers#Nike #adidas #puma#cage # running shoes #airmax #nike  #FILA #YEEZY #350v2 #realboost #yeezy #premium #ZDD #puma#nikesneaker #nike #nikeshoes  #nikeforce1#nike  #sports #shoes #fashion #boost #original #discount #readystock #puma #casual #sneaker #airmax97#nike #sportsshoes #nikeshoes #nikesportsshoes #sneakers #nikeslippers #nikejoggingshoes #nikeshoes #nikerunning #originalnike #readystock #basketballshoes #jordanshoes #nikejordan #jordan1#Airmax270og #Airmax #AirMax270 #AirMax"
2,10039836700,off white x Nike Air Force 1 Low men sports running shoes Nike shoes running shoes,https://cf.shopee.sg/file/fb615f42a4c1ffba3b5c9819d10ba10e_tn,https://shopee.sg/off white x Nike Air Force 1 Low men sports running shoes Nike shoes running shoes-i.339877093.10039836700,100637,[1000012],,15000000,0,SGD,6685,0,False,0.0,"[0, 0, 0, 0, 0, 0]",0,0,False,0,0,4,339877093,Mainland China,False,False,1630075887,1632096527.77176,maomaojiang513.sg,Shopee > Sports & Outdoors > Sports Footwear > Running Shoes > off white x Nike Air Force 1 Low men sports running shoes Nike shoes running shoes,https://shopee.sg/maomaojiang513.sg?categoryId=100637&itemId=10039836700,5,491,32%,within hours,10 months ago,13,"Welcome to my shop!
【You can choose size according to the size chart.】
【Do not know choose size, please contact customer service, 24 hours for your service】
All product pictures is Real shooting,U don't worry Received a different product.

Click into the shop will have more surprises !!!
there are questions you can always contact us. I wish you a happy life, thank you!
Please check the size carefully before buy it.
If your foot breadth is wider than normal,we suggest you choose one size larger!!!

1. Please kindly refer to our size chart and choose the right size for you
2. If you like loose shoes,you can choose one size larger.
3. Due to different devices screen display  , the picture may show slight color difference to the actual color of the item.
4. all orders will be shipped out within 2 working days .Shopee SLS Delivery may take 7~12 days to arrive your part. Please kindly note that and chat us with any incident occurs before leaving a negative rating. 
5. Both you and I aim at a happy deal, negative review is not a solution to the problem, but communication do. 
6. Wish you have a great time here and expecting your positive feedback with thanks.We committed to serve you with our efforts.
we are reputation supplier all products come from factory straightly. Low profit but high quality guarantee, shoes marked ready stock.Commodities come from abroad and usually take 15-28 days to receive. 

All  colors are available in stock

Brand: NIKE
For women
All the color are in stock now, the available sizes US follows:

Note:, Please, Select, The, Next, Figure, The, Size,, Of, The, CN/EU! !

【Women Size:】
BR33.5=EUR35.5=US5=22CM
BR34=Eur36=US5.5=22.5cm
BR34.5=Eur36.5=US5.5=23cm
BR35=Eur37.5=US6.5=23.5cm
BR36=Eur38=US7=24.0cm
BR36.5=Eur38.5=US7=24.5cm
BR37=Eur39=US8=25.0cm
BR38=Eur40=US8.5=25.5cm
BR38.5=EUR40.5=US9=26.0cm

【Men Size:】
BR38=Eur40=US7=25.0cm
BR38.5=Eur40.5=US7=25.5cm
BR39=Eur41=US8=26.0cm
BR40=Eur42=US8.5=26.5cm
BR40.5=Eur42.5=US8.5=27.0cm
BR41=Eur43=US9.5=27.5cm
BR42=Eur44=US10=28.0cm
BR42.5=Eur44.5=US10=28.5cm
BR43=Eur45=US11=29.0cm
BR44=Eur46=US12=30cm
BR45=Eur47=US12.5=30.5cm

#nike #Original #Breathable #Jogging #Sneakers#Nike #adidas #puma#cage # running shoes #airmax #nike  #FILA #YEEZY #350v2 #realboost #yeezy #premium #ZDD #puma#nikesneaker #nike #nikeshoes  #nikeforce1#nike  #sports #shoes #fashion #boost #original #discount #readystock #puma #casual #sneaker #airmax97#nike #sportsshoes #nikeshoes #nikesportsshoes #sneakers #nikeslippers #nikejoggingshoes #nikeshoes #nikerunning #originalnike #readystock #basketballshoes #jordanshoes #nikejordan #jordan1#Airmax270og #Airmax #AirMax270 #AirMax"
3,10119575503,Nike air max High frequency braided heel air cushioning fashion running shoes for men and women,https://cf.shopee.sg/file/9ef4393fdde15a0773ba370fa1ec508e_tn,https://shopee.sg/Nike air max High frequency braided heel air cushioning fashion running shoes for men and women-i.299421853.10119575503,100637,"[22, 1000024, 1007623]",,11600000,0,SGD,9990,0,False,0.0,"[0, 0, 0, 0, 0, 0]",0,0,False,0,0,7,299421853,Mainland China,False,False,1626690706,1632096527.771777,nnaigu.sg,Shopee > Sports & Outdoors > Sports Footwear > Running Shoes > Nike air max High frequency braided heel air cushioning fashion running shoes for men and women,https://shopee.sg/nnaigu.sg?categoryId=100637&itemId=10119575503,2,500,28%,within hours,13 months ago,5,"Follow the store to get a higher coupon
""Hi,everyone,welcome to our shop.
All shoes are 100%brand new. 

Pic 2,3,4,5,6,7,8 are all real pic,we took them ourselves,please chat with us for more actual pics if necessary.

Delivery Time :Within 24 hours 
Comes with receipt and standard bags and Box.

【Not for profit, just for sale，new store promotion now.】
Time limited ,will raise to original price immediately after the promotion ！       
Thank you for browsing our products,I hope you can enjoy shopping.I believe you will like it!          
1.Welcome to visit our shop i believe you will find more amazing shoes here   
2.We guarantee the lowest price and the highest quality for all of our products!
3.If you find a cheaper price than ours,it must be poor quality!
Please be careful to buy!
4.If your feet are thick or wide, We suggest you choose a bigger size.

More question please 【chats】whth me,i am always waiting for you  and will reply you as soon as possible.thank you 

.
"""
4,9491473531,Nike Air Max Women Men Shoes AirMax Air Max 270 React Cushion Running Sports Shoes Air Cushion Sneakers Nike shoes running shoes,https://cf.shopee.sg/file/65d96b31a00bcc14a1a00ef508be87cb_tn,https://shopee.sg/Nike Air Max Women Men Shoes AirMax Air Max 270 React Cushion Running Sports Shoes Air Cushion Sneakers Nike shoes running shoes-i.339877093.9491473531,100637,[1000012],,15000000,0,SGD,45899,0,False,0.0,"[0, 0, 0, 0, 0, 0]",0,0,False,0,0,0,339877093,Mainland China,False,False,1630075955,1632096527.771793,maomaojiang513.sg,Shopee > Sports & Outdoors > Sports Footwear > Running Shoes > Nike Air Max Women Men Shoes AirMax Air Max 270 React Cushion Running Sports Shoes Air Cushion Sneakers Nike shoes running shoes,https://shopee.sg/maomaojiang513.sg?categoryId=100637&itemId=9491473531,5,491,32%,within hours,10 months ago,13,"Welcome to my shop!
【You can choose size according to the size chart.】
【Do not know choose size, please contact customer service, 24 hours for your service】
All product pictures is Real shooting,U don't worry Received a different product.

Click into the shop will have more surprises !!!
there are questions you can always contact us. I wish you a happy life, thank you!
Please check the size carefully before buy it.
If your foot breadth is wider than normal,we suggest you choose one size larger!!!

1. Please kindly refer to our size chart and choose the right size for you
2. If you like loose shoes,you can choose one size larger.
3. Due to different devices screen display  , the picture may show slight color difference to the actual color of the item.
4. all orders will be shipped out within 2 working days .Shopee SLS Delivery may take 7~12 days to arrive your part. Please kindly note that and chat us with any incident occurs before leaving a negative rating. 
5. Both you and I aim at a happy deal, negative review is not a solution to the problem, but communication do. 
6. Wish you have a great time here and expecting your positive feedback with thanks.We committed to serve you with our efforts.
we are reputation supplier all products come from factory straightly. Low profit but high quality guarantee, shoes marked ready stock.Commodities come from abroad and usually take 15-28 days to receive. 

All  colors are available in stock

Brand: NIKE
For women
All the color are in stock now, the available sizes US follows:

Note:, Please, Select, The, Next, Figure, The, Size,, Of, The, CN/EU! !

【Women Size:】
BR33.5=EUR35.5=US5=22CM
BR34=Eur36=US5.5=22.5cm
BR34.5=Eur36.5=US5.5=23cm
BR35=Eur37.5=US6.5=23.5cm
BR36=Eur38=US7=24.0cm
BR36.5=Eur38.5=US7=24.5cm
BR37=Eur39=US8=25.0cm
BR38=Eur40=US8.5=25.5cm
BR38.5=EUR40.5=US9=26.0cm

【Men Size:】
BR38=Eur40=US7=25.0cm
BR38.5=Eur40.5=US7=25.5cm
BR39=Eur41=US8=26.0cm
BR40=Eur42=US8.5=26.5cm
BR40.5=Eur42.5=US8.5=27.0cm
BR41=Eur43=US9.5=27.5cm
BR42=Eur44=US10=28.0cm
BR42.5=Eur44.5=US10=28.5cm
BR43=Eur45=US11=29.0cm
BR44=Eur46=US12=30cm
BR45=Eur47=US12.5=30.5cm

#nike #Original #Breathable #Jogging #Sneakers#Nike #adidas #puma#cage # running shoes #airmax #nike  #FILA #YEEZY #350v2 #realboost #yeezy #premium #ZDD #puma#nikesneaker #nike #nikeshoes  #nikeforce1#nike  #sports #shoes #fashion #boost #original #discount #readystock #puma #casual #sneaker #airmax97#nike #sportsshoes #nikeshoes #nikesportsshoes #sneakers #nikeslippers #nikejoggingshoes #nikeshoes #nikerunning #originalnike #readystock #basketballshoes #jordanshoes #nikejordan #jordan1#Airmax270og #Airmax #AirMax270 #AirMax"
5,9980078203,Nike Air Max 270 React SE 270 Rhea Racing series back sole cushion men's and women's sports running shoes,https://cf.shopee.sg/file/a7ade128b900b46cfa5d43aa62f0b807_tn,https://shopee.sg/Nike Air Max 270 React SE 270 Rhea Racing series back sole cushion men's and women's sports running shoes-i.299421853.9980078203,100637,"[22, 1000024, 1007623]",,10300000,0,SGD,13986,0,False,0.0,"[0, 0, 0, 0, 0, 0]",0,0,False,0,0,1,299421853,Mainland China,False,False,1626691641,1632096527.771811,nnaigu.sg,Shopee > Sports & Outdoors > Sports Footwear > Running Shoes > Nike Air Max 270 React SE 270 Rhea Racing series back sole cushion men's and women's sports running shoes,https://shopee.sg/nnaigu.sg?categoryId=100637&itemId=9980078203,2,500,28%,within hours,13 months ago,5,"Follow the store to get a higher coupon
""Hi,everyone,welcome to our shop.
All shoes are 100%brand new. 

Pic 2,3,4,5,6,7,8 are all real pic,we took them ourselves,please chat with us for more actual pics if necessary.

Delivery Time :Within 24 hours 
Comes with receipt and standard bags and Box.

【Not for profit, just for sale，new store promotion now.】
Time limited ,will raise to original price immediately after the promotion ！       
Thank you for browsing our products,I hope you can enjoy shopping.I believe you will like it!          
1.Welcome to visit our shop i believe you will find more amazing shoes here   
2.We guarantee the lowest price and the highest quality for all of our products!
3.If you find a cheaper price than ours,it must be poor quality!
Please be careful to buy!
4.If your feet are thick or wide, We suggest you choose a bigger size.

More question please 【chats】whth me,i am always waiting for you  and will reply you as soon as possible.thank you .
"""
6,10019443863,_Nike__ Air Jordan_ 1 Low AJ1 Little lightning  Men's and women's shoes  Fashion Couple shoes,https://cf.shopee.sg/file/ecd287d15a29b0d63026018e5ee3fbfe_tn,https://shopee.sg/_Nike__ Air Jordan_ 1 Low AJ1 Little lightning  Men's and women's shoes  Fashion Couple shoes-i.299421853.10019443863,100637,"[22, 1000024, 1007623]",,8400000,0,SGD,800,0,False,0.0,"[0, 0, 0, 0, 0, 0]",0,0,False,0,1,3,299421853,Mainland China,False,False,1626663072,1632096527.771827,nnaigu.sg,Shopee > Sports & Outdoors > Sports Footwear > Running Shoes > _Nike__ Air Jordan_ 1 Low AJ1 Little lightning Men's and women's shoes Fashion Couple shoes,https://shopee.sg/nnaigu.sg?categoryId=100637&itemId=10019443863,2,500,28%,within hours,13 months ago,5,"Women Size:
 cm   |  22.5  |   23   |  23.5  |   24  ︱ 24.5  |  25   | 
 US    |    5     |    6    |  6.5    |  7.5    |  8.5     |   9    |
 UK    |     3    |    4    |  4.5    |  5.5    |   6.5    |    7   |
 EUR  |    35   |   36   |  37     |   38   |   39     |   40  |

Men Size:
cm   |   25  |  25.5 |   26  |  26.5  |   27  |  27.5︱  28   |
US    |  7.5  |    8    |  8.5  |    9     |  10   |    11 ︱  12   |
UK    |    7   |  7.5   |   8    |   8.5   |  9.5  |  10.5 |  11.5  |
EUR  |   40  |   41   |   42  |    43   |   44  |    45  |   46   ︱If you have any questions, please feel free to contact us. This product is purchased from all over the world at duty-free prices. You can choose any color, please indicate the color number before placing an order, or contact our customer service, we will update the tracking information at the first time."
7,9880069546,Nike Mamba Focus Men's and women's casual sports shoes outdoor couple running shoes JKD211-ZZJ,https://cf.shopee.sg/file/e846ea701229319f1f938862683a0ce6_tn,https://shopee.sg/Nike Mamba Focus Men's and women's casual sports shoes outdoor couple running shoes JKD211-ZZJ-i.299421853.9880069546,100637,"[22, 1000024, 1007623]",,9400000,0,SGD,43956,0,False,0.0,"[0, 0, 0, 0, 0, 0]",0,0,False,0,0,1,299421853,Mainland China,False,False,1626689997,1632096527.771842,nnaigu.sg,Shopee > Sports & Outdoors > Sports Footwear > Tennis Shoes > Nike Mamba Focus Men's and women's casual sports shoes outdoor couple running shoes JKD211-ZZJ,https://shopee.sg/nnaigu.sg?categoryId=100637&itemId=9880069546,2,500,28%,within hours,13 months ago,5,"Follow the store to get a higher coupon
""Hi,everyone,welcome to our shop.
All shoes are 100%brand new. 

Pic 2,3,4,5,6,7,8 are all real pic,we took them ourselves,please chat with us for more actual pics if necessary.

Delivery Time :Within 24 hours 
Comes with receipt and standard bags and Box.

【Not for profit, just for sale，new store promotion now.】
Time limited ,will raise to original price immediately after the promotion ！       
Thank you for browsing our products,I hope you can enjoy shopping.I believe you will like it!          
1.Welcome to visit our shop i believe you will find more amazing shoes here   
2.We guarantee the lowest price and the highest quality for all of our products!
3.If you find a cheaper price than ours,it must be poor quality!
Please be careful to buy!
4.If your feet are thick or wide, We suggest you choose a bigger size.

More question please 【chats】whth me,i am always waiting for you  and will reply you as soon as possible.thank you .
"""
8,9980087206,Nike Air Jordan 1 Low Laser Orange Men's and women's casual sports shoes outdoor couple skateboard shoes,https://cf.shopee.sg/file/f885b0e029416e129f533a5e4af6b448_tn,https://shopee.sg/Nike Air Jordan 1 Low Laser Orange Men's and women's casual sports shoes outdoor couple skateboard shoes-i.299421853.9980087206,100637,"[22, 1000024, 1007623]",,9000000,0,SGD,10989,0,False,0.0,"[0, 0, 0, 0, 0, 0]",0,0,False,0,0,1,299421853,Mainland China,False,False,1626692399,1632096527.771857,nnaigu.sg,Shopee > Sports & Outdoors > Sports Footwear > Basketball Shoes > Nike Air Jordan 1 Low Laser Orange Men's and women's casual sports shoes outdoor couple skateboard shoes,https://shopee.sg/nnaigu.sg?categoryId=100637&itemId=9980087206,2,500,28%,within hours,13 months ago,5,"Follow the store to get a higher coupon
""Hi,everyone,welcome to our shop.
All shoes are 100%brand new. 

Pic 2,3,4,5,6,7,8 are all real pic,we took them ourselves,please chat with us for more actual pics if necessary.

Delivery Time :Within 24 hours 
Comes with receipt and standard bags and Box.

【Not for profit, just for sale，new store promotion now.】
Time limited ,will raise to original price immediately after the promotion ！       
Thank you for browsing our products,I hope you can enjoy shopping.I believe you will like it!          
1.Welcome to visit our shop i believe you will find more amazing shoes here   
2.We guarantee the lowest price and the highest quality for all of our products!
3.If you find a cheaper price than ours,it must be poor quality!
Please be careful to buy!
4.If your feet are thick or wide, We suggest you choose a bigger size.

More question please 【chats】whth me,i am always waiting for you  and will reply you as soon as possible.thank you .
"""
9,10039842517,Off-White x Nike React Hyperdunk 2017 Flyknit Basketball Shoes for Women and Men's Nike shoes running shoes,https://cf.shopee.sg/file/ebd24b22e77bce13fa2ba003830e80a8_tn,https://shopee.sg/Off-White x Nike React Hyperdunk 2017 Flyknit Basketball Shoes for Women and Men's Nike shoes running shoes-i.339877093.10039842517,100637,[1000012],,15000000,0,SGD,18149,0,False,0.0,"[0, 0, 0, 0, 0, 0]",0,0,False,0,0,4,339877093,Mainland China,False,False,1630076227,1632096527.771872,maomaojiang513.sg,Shopee > Sports & Outdoors > Sports Footwear > Running Shoes > Off-White x Nike React Hyperdunk 2017 Flyknit Basketball Shoes for Women and Men's Nike shoes running shoes,https://shopee.sg/maomaojiang513.sg?categoryId=100637&itemId=10039842517,5,491,32%,within hours,10 months ago,13,"Welcome to my shop!
【You can choose size according to the size chart.】
【Do not know choose size, please contact customer service, 24 hours for your service】
All product pictures is Real shooting,U don't worry Received a different product.

Click into the shop will have more surprises !!!
there are questions you can always contact us. I wish you a happy life, thank you!
Please check the size carefully before buy it.
If your foot breadth is wider than normal,we suggest you choose one size larger!!!

1. Please kindly refer to our size chart and choose the right size for you
2. If you like loose shoes,you can choose one size larger.
3. Due to different devices screen display  , the picture may show slight color difference to the actual color of the item.
4. all orders will be shipped out within 2 working days .Shopee SLS Delivery may take 7~12 days to arrive your part. Please kindly note that and chat us with any incident occurs before leaving a negative rating. 
5. Both you and I aim at a happy deal, negative review is not a solution to the problem, but communication do. 
6. Wish you have a great time here and expecting your positive feedback with thanks.We committed to serve you with our efforts.
we are reputation supplier all products come from factory straightly. Low profit but high quality guarantee, shoes marked ready stock.Commodities come from abroad and usually take 15-28 days to receive. 

All  colors are available in stock

Brand: NIKE
For women
All the color are in stock now, the available sizes US follows:

Note:, Please, Select, The, Next, Figure, The, Size,, Of, The, CN/EU! !

【Women Size:】
BR33.5=EUR35.5=US5=22CM
BR34=Eur36=US5.5=22.5cm
BR34.5=Eur36.5=US5.5=23cm
BR35=Eur37.5=US6.5=23.5cm
BR36=Eur38=US7=24.0cm
BR36.5=Eur38.5=US7=24.5cm
BR37=Eur39=US8=25.0cm
BR38=Eur40=US8.5=25.5cm
BR38.5=EUR40.5=US9=26.0cm

【Men Size:】
BR38=Eur40=US7=25.0cm
BR38.5=Eur40.5=US7=25.5cm
BR39=Eur41=US8=26.0cm
BR40=Eur42=US8.5=26.5cm
BR40.5=Eur42.5=US8.5=27.0cm
BR41=Eur43=US9.5=27.5cm
BR42=Eur44=US10=28.0cm
BR42.5=Eur44.5=US10=28.5cm
BR43=Eur45=US11=29.0cm
BR44=Eur46=US12=30cm
BR45=Eur47=US12.5=30.5cm

#nike #Original #Breathable #Jogging #Sneakers#Nike #adidas #puma#cage # running shoes #airmax #nike  #FILA #YEEZY #350v2 #realboost #yeezy #premium #ZDD #puma#nikesneaker #nike #nikeshoes  #nikeforce1#nike  #sports #shoes #fashion #boost #original #discount #readystock #puma #casual #sneaker #airmax97#nike #sportsshoes #nikeshoes #nikesportsshoes #sneakers #nikeslippers #nikejoggingshoes #nikeshoes #nikerunning #originalnike #readystock #basketballshoes #jordanshoes #nikejordan #jordan1#Airmax270og #Airmax #AirMax270 #AirMax"
